_status,_productId,_name,_quantity,_mrp,_whId,_snapshot,_location,_area,_rackId,_binId,_barcode,_newLocation,_newArea,_newRack,_newBin,_towhId,serialNo
Pending,PR17786,"KPB - Hair Oil, Hair Color & Fairness Cream (1013)",1,5200,WMF3,WH35764,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810856,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35835,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35836,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35837,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35838,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17757,KPB - Maggi & Yippee Noodles (1011),1,1688,WMF3,WH35839,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32367065,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35765,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35766,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35767,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35768,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35769,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35770,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17797,"KPB - Maggi Noodles & Boost, Horlicks Health Drinks (1013)",1,5653,WMF3,WH35771,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23238393DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34290,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34291,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34292,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34293,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34294,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34295,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34296,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34297,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34298,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17824,KPB - Parachute & Vatika Hair Oil (1003),1,2010,WMF3,WH34299,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43375722B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34350,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34351,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34352,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34353,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34354,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34355,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34356,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34357,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34358,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17812,KPB - Parachute Hair Oil (1001),1,1230,WMF3,WH34359,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43365538B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34330,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34331,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34332,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34333,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34334,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34335,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34336,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34337,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34338,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17818,KPB - Parachute Hair Oil (1002),1,2016,WMF3,WH34339,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43370764A,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35261,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35262,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35263,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35264,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35265,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35266,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35267,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35268,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35269,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17810,KPB - Soap (1001),1,4504,WMF3,WH35270,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43363394B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35130,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35131,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35132,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35133,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35134,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35135,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35136,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35137,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35138,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17289,KPB - Soap (1005),1,5504,WMF3,WH35139,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,5.04113E+11,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35245,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35246,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35247,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35248,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35249,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35250,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35251,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35255,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35256,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17834,KPB - Soap (1006),1,6720,WMF3,WH35257,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,43383762B,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17753,KPB - Soap (1011),1,5332,WMF3,WH35807,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32336405,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17753,KPB - Soap (1011),1,5332,WMF3,WH35808,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32336405,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17753,KPB - Soap (1011),1,5332,WMF3,WH35809,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32336405,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17753,KPB - Soap (1011),1,5332,WMF3,WH35810,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32336405,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17753,KPB - Soap (1011),1,5332,WMF3,WH35811,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32336405,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17778,KPB - Soap (1012),1,4512,WMF3,WH35793,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810824,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17778,KPB - Soap (1012),1,4512,WMF3,WH35794,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810824,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17778,KPB - Soap (1012),1,4512,WMF3,WH35795,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810824,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17778,KPB - Soap (1012),1,4512,WMF3,WH35796,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810824,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17778,KPB - Soap (1012),1,4512,WMF3,WH35797,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,923810824,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17798,KPB - Soap (1013),1,4382,WMF3,WH35750,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23239633DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17798,KPB - Soap (1013),1,4382,WMF3,WH35751,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23239633DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17798,KPB - Soap (1013),1,4382,WMF3,WH35752,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23239633DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17798,KPB - Soap (1013),1,4382,WMF3,WH35753,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23239633DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17798,KPB - Soap (1013),1,4382,WMF3,WH35754,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23239633DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17800,KPB - Soap (1014),1,4587,WMF3,WH35772,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23241245DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17800,KPB - Soap (1014),1,4587,WMF3,WH35773,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23241245DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17800,KPB - Soap (1014),1,4587,WMF3,WH35774,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23241245DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17800,KPB - Soap (1014),1,4587,WMF3,WH35775,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23241245DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17800,KPB - Soap (1014),1,4587,WMF3,WH35776,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23241245DF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17754,KPB - Toothpaste (1011),1,5904,WMF3,WH35804,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32342537,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17754,KPB - Toothpaste (1011),1,5904,WMF3,WH35805,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32342537,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17754,KPB - Toothpaste (1011),1,5904,WMF3,WH35806,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,32342537,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,6140,WMF3,WH35190,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,6140,WMF3,WH35191,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,6140,WMF3,WH35192,KPB-HOLDING,KPB-HOLDINGAR-WMF3-2,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,5552,WMF3,WH35801,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,5552,WMF3,WH35802,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17793,KPB - Toothpaste (1012),1,5552,WMF3,WH35803,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23234549FEFEF,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17801,KPB - Toothpaste (1014),1,4859,WMF3,WH35782,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23242237AD,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17801,KPB - Toothpaste (1014),1,4859,WMF3,WH35783,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23242237AD,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17801,KPB - Toothpaste (1014),1,4859,WMF3,WH35784,KPB-HOLDING,KPB-HOLDINGAR-WMF3-1,Rack-1,Bin-1,23242237AD,Normal,Beauty,Rack-1,Bin-1,WMF3,
Pending,PR17842,Testing KPB Product,9,600,WMF3,WH33701,Normal,NormalAR-WMF3-1,Rack-1,Bin-1,87463587345,Normal,Beauty,Rack-1,Bin-1,WMF3,